"REF_DATE","GEO","DGUID","Sex","Age group","Disability type","Global Severity","Labour force status","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","All disability types","Very Severe","Age standardized participation rate","Percent","239","units","0","v91890107","1.2.1.1.5.6","35.1","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","All disability types","Very Severe","Employment Rate","Percent","239","units","0","v91890108","1.2.1.1.5.7","28.5","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","All disability types","Very Severe","Age standardized employment rate","Percent","239","units","0","v91890109","1.2.1.1.5.8","25.5","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","All disability types","Very Severe","Unemployment rate","Percent","239","units","0","v91890110","1.2.1.1.5.9","18.5","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","All disability types","Very Severe","Age standardized unemployment rate","Percent","239","units","0","v91890111","1.2.1.1.5.10","28.6","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Total labour force","Number","223","units","0","v91890112","1.2.1.2.1.1","214090","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Employed","Number","223","units","0","v91890113","1.2.1.2.1.2","82160","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Unemployed","Number","223","units","0","v91890114","1.2.1.2.1.3","11000","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Not in labour force","Number","223","units","0","v91890115","1.2.1.2.1.4","101210","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Participation rate","Percent","239","units","0","v91890116","1.2.1.2.1.5","47.9","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Age standardized participation rate","Percent","239","units","0","v91890117","1.2.1.2.1.6","50.2","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Employment Rate","Percent","239","units","0","v91890118","1.2.1.2.1.7","42.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Age standardized employment rate","Percent","239","units","0","v91890119","1.2.1.2.1.8","43.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Unemployment rate","Percent","239","units","0","v91890120","1.2.1.2.1.9","11.8","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Total population, severity of disability","Age standardized unemployment rate","Percent","239","units","0","v91890121","1.2.1.2.1.10","12.5","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Total labour force","Number","223","units","0","v91890122","1.2.1.2.2.1","35820","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Employed","Number","223","units","0","v91890123","1.2.1.2.2.2","19660","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Unemployed","Number","223","units","0","v91890124","1.2.1.2.2.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Not in labour force","Number","223","units","0","v91890125","1.2.1.2.2.4","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Participation rate","Percent","239","units","0","v91890126","1.2.1.2.2.5","61.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Age standardized participation rate","Percent","239","units","0","v91890127","1.2.1.2.2.6","63.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Employment Rate","Percent","239","units","0","v91890128","1.2.1.2.2.7","57.5","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Age standardized employment rate","Percent","239","units","0","v91890129","1.2.1.2.2.8","59.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Unemployment rate","Percent","239","units","0","v91890130","1.2.1.2.2.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Mild","Age standardized unemployment rate","Percent","239","units","0","v91890131","1.2.1.2.2.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Total labour force","Number","223","units","0","v91890132","1.2.1.2.3.1","34740","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Employed","Number","223","units","0","v91890133","1.2.1.2.3.2","23580","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Unemployed","Number","223","units","0","v91890134","1.2.1.2.3.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Not in labour force","Number","223","units","0","v91890135","1.2.1.2.3.4","6000","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Participation rate","Percent","239","units","0","v91890136","1.2.1.2.3.5","82.1","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Age standardized participation rate","Percent","239","units","0","v91890137","1.2.1.2.3.6","75.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Employment Rate","Percent","239","units","0","v91890138","1.2.1.2.3.7","70.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Age standardized employment rate","Percent","239","units","0","v91890139","1.2.1.2.3.8","64.4","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Unemployment rate","Percent","239","units","0","v91890140","1.2.1.2.3.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Moderate","Age standardized unemployment rate","Percent","239","units","0","v91890141","1.2.1.2.3.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Total labour force","Number","223","units","0","v91890142","1.2.1.2.4.1","38870","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Employed","Number","223","units","0","v91890143","1.2.1.2.4.2","18680","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Unemployed","Number","223","units","0","v91890144","1.2.1.2.4.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Not in labour force","Number","223","units","0","v91890145","1.2.1.2.4.4","13750","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Participation rate","Percent","239","units","0","v91890146","1.2.1.2.4.5","59.0","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Age standardized participation rate","Percent","239","units","0","v91890147","1.2.1.2.4.6","58.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Employment Rate","Percent","239","units","0","v91890148","1.2.1.2.4.7","55.7","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Age standardized employment rate","Percent","239","units","0","v91890149","1.2.1.2.4.8","54.9","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Unemployment rate","Percent","239","units","0","v91890150","1.2.1.2.4.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Severe","Age standardized unemployment rate","Percent","239","units","0","v91890151","1.2.1.2.4.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Total labour force","Number","223","units","0","v91890152","1.2.1.2.5.1","104670","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Employed","Number","223","units","0","v91890153","1.2.1.2.5.2","20240","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Unemployed","Number","223","units","0","v91890154","1.2.1.2.5.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Not in labour force","Number","223","units","0","v91890155","1.2.1.2.5.4","68400","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Participation rate","Percent","239","units","0","v91890156","1.2.1.2.5.5","26.5","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Age standardized participation rate","Percent","239","units","0","v91890157","1.2.1.2.5.6","29.6","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Employment Rate","Percent","239","units","0","v91890158","1.2.1.2.5.7","21.7","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Age standardized employment rate","Percent","239","units","0","v91890159","1.2.1.2.5.8","23.6","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Unemployment rate","Percent","239","units","0","v91890160","1.2.1.2.5.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Seeing","Very Severe","Age standardized unemployment rate","Percent","239","units","0","v91890161","1.2.1.2.5.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Total labour force","Number","223","units","0","v91890162","1.2.1.3.1.1","224460","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Employed","Number","223","units","0","v91890163","1.2.1.3.1.2","108790","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Unemployed","Number","223","units","0","v91890164","1.2.1.3.1.3","15120","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Not in labour force","Number","223","units","0","v91890165","1.2.1.3.1.4","78790","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Participation rate","Percent","239","units","0","v91890166","1.2.1.3.1.5","61.1","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Age standardized participation rate","Percent","239","units","0","v91890167","1.2.1.3.1.6","64.4","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Employment Rate","Percent","239","units","0","v91890168","1.2.1.3.1.7","53.7","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Age standardized employment rate","Percent","239","units","0","v91890169","1.2.1.3.1.8","52.5","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Unemployment rate","Percent","239","units","0","v91890170","1.2.1.3.1.9","12.2","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Total population, severity of disability","Age standardized unemployment rate","Percent","239","units","0","v91890171","1.2.1.3.1.10","18.3","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Total labour force","Number","223","units","0","v91890172","1.2.1.3.2.1","51550","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Employed","Number","223","units","0","v91890173","1.2.1.3.2.2","35030","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Unemployed","Number","223","units","0","v91890174","1.2.1.3.2.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Not in labour force","Number","223","units","0","v91890175","1.2.1.3.2.4","5790","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Participation rate","Percent","239","units","0","v91890176","1.2.1.3.2.5","86.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Age standardized participation rate","Percent","239","units","0","v91890177","1.2.1.3.2.6","86.5","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Employment Rate","Percent","239","units","0","v91890178","1.2.1.3.2.7","79.7","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Age standardized employment rate","Percent","239","units","0","v91890179","1.2.1.3.2.8","77.9","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Unemployment rate","Percent","239","units","0","v91890180","1.2.1.3.2.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Mild","Age standardized unemployment rate","Percent","239","units","0","v91890181","1.2.1.3.2.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Total labour force","Number","223","units","0","v91890182","1.2.1.3.3.1","47180","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Employed","Number","223","units","0","v91890183","1.2.1.3.3.2","28260","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Unemployed","Number","223","units","0","v91890184","1.2.1.3.3.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Not in labour force","Number","223","units","0","v91890185","1.2.1.3.3.4","14860","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Participation rate","Percent","239","units","0","v91890186","1.2.1.3.3.5","66.7","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Age standardized participation rate","Percent","239","units","0","v91890187","1.2.1.3.3.6","66.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Employment Rate","Percent","239","units","0","v91890188","1.2.1.3.3.7","63.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Age standardized employment rate","Percent","239","units","0","v91890189","1.2.1.3.3.8","61.2","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Unemployment rate","Percent","239","units","0","v91890190","1.2.1.3.3.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Moderate","Age standardized unemployment rate","Percent","239","units","0","v91890191","1.2.1.3.3.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Total labour force","Number","223","units","0","v91890192","1.2.1.3.4.1","52120","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Employed","Number","223","units","0","v91890193","1.2.1.3.4.2","28940","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Unemployed","Number","223","units","0","v91890194","1.2.1.3.4.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Not in labour force","Number","223","units","0","v91890195","1.2.1.3.4.4","19210","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Participation rate","Percent","239","units","0","v91890196","1.2.1.3.4.5","60.9","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Age standardized participation rate","Percent","239","units","0","v91890197","1.2.1.3.4.6","62.4","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Employment Rate","Percent","239","units","0","v91890198","1.2.1.3.4.7","58.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Age standardized employment rate","Percent","239","units","0","v91890199","1.2.1.3.4.8","59.1","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Unemployment rate","Percent","239","units","0","v91890200","1.2.1.3.4.9","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Severe","Age standardized unemployment rate","Percent","239","units","0","v91890201","1.2.1.3.4.10","","F","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Total labour force","Number","223","units","0","v91890202","1.2.1.3.5.1","73610","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Employed","Number","223","units","0","v91890203","1.2.1.3.5.2","16550","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Unemployed","Number","223","units","0","v91890204","1.2.1.3.5.3","","F","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Not in labour force","Number","223","units","0","v91890205","1.2.1.3.5.4","38930","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Participation rate","Percent","239","units","0","v91890206","1.2.1.3.5.5","40.0","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Age standardized participation rate","Percent","239","units","0","v91890207","1.2.1.3.5.6","43.7","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Employment Rate","Percent","239","units","0","v91890208","1.2.1.3.5.7","25.5","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Age standardized employment rate","Percent","239","units","0","v91890209","1.2.1.3.5.8","22.1","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Unemployment rate","Percent","239","units","0","v91890210","1.2.1.3.5.9","36.2","E","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Hearing","Very Severe","Age standardized unemployment rate","Percent","239","units","0","v91890211","1.2.1.3.5.10","46.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Total labour force","Number","223","units","0","v91890212","1.2.1.4.1.1","476080","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Employed","Number","223","units","0","v91890213","1.2.1.4.1.2","175450","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Unemployed","Number","223","units","0","v91890214","1.2.1.4.1.3","24290","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Not in labour force","Number","223","units","0","v91890215","1.2.1.4.1.4","240760","","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Participation rate","Percent","239","units","0","v91890216","1.2.1.4.1.5","45.3","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Age standardized participation rate","Percent","239","units","0","v91890217","1.2.1.4.1.6","47.7","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Employment Rate","Percent","239","units","0","v91890218","1.2.1.4.1.7","39.8","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Age standardized employment rate","Percent","239","units","0","v91890219","1.2.1.4.1.8","41.0","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Unemployment rate","Percent","239","units","0","v91890220","1.2.1.4.1.9","12.2","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Total population, severity of disability","Age standardized unemployment rate","Percent","239","units","0","v91890221","1.2.1.4.1.10","14.5","","","","1"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Mild","Total labour force","Number","223","units","0","v91890222","1.2.1.4.2.1","45690","E","","","0"
"2012","Canada","2016A000011124","Males","Total, 15 to 64 years","Mobility","Mild","Employed","Number","223","units","0","v91890223","1.2.1.4.2.2","33640","E","","","0"
